safra,estagio,parcela,dose,bloco,NDVI,GNDVI,NDRE,CIrededge,SAVI,EVI,VARI,TGI,spec_mean,spec_std,spec_p10,spec_p50,spec_p90,glcm_asm,glcm_contrast,glcm_correlation,glcm_variance,glcm_idm,glcm_sum_average,glcm_sum_variance,glcm_sum_entropy,glcm_entropy,glcm_diff_entropy,glcm_imc1,glcm_imc2,glcm_mcc,glcm_dissimilarity,glcm_inertia,glcm_cluster_shade,glcm_cluster_prominence,glcm_homogeneity,glcmw3_asm,glcmw3_contrast,glcmw3_entropy,glcmw3_correlation,glcmw3_homogeneity,glcmw5_asm,glcmw5_contrast,glcmw5_entropy,glcmw5_correlation,glcmw5_homogeneity,glcmw7_asm,glcmw7_contrast,glcmw7_entropy,glcmw7_correlation,glcmw7_homogeneity,rgb_glcm_asm,rgb_glcm_contrast,rgb_glcm_correlation,rgb_glcm_variance,rgb_glcm_idm,rgb_glcm_sum_average,rgb_glcm_sum_variance,rgb_glcm_sum_entropy,rgb_glcm_entropy,rgb_glcm_diff_entropy,rgb_glcm_imc1,rgb_glcm_imc2,rgb_glcm_mcc,rgb_glcm_dissimilarity,rgb_glcm_inertia,rgb_glcm_cluster_shade,rgb_glcm_cluster_prominence,rgb_glcm_homogeneity,rgb_glcmw3_asm,rgb_glcmw3_contrast,rgb_glcmw3_entropy,rgb_glcmw3_correlation,rgb_glcmw3_homogeneity,rgb_glcmw5_asm,rgb_glcmw5_contrast,rgb_glcmw5_entropy,rgb_glcmw5_correlation,rgb_glcmw5_homogeneity,rgb_glcmw7_asm,rgb_glcmw7_contrast,rgb_glcmw7_entropy,rgb_glcmw7_correlation,rgb_glcmw7_homogeneity
2022_2023,V8,d0_b1,0,1,0.65538,-0.117564,0.184991,0.473728,0.450231,0.671783,1.64525,0.277813,0.301222,0.226173,0.0543404,0.242051,0.638039,0.0277759,2.02702,0.941277,17.2594,0.626181,10.3659,117.356,3.27112,4.18994,1.2997,-0.410088,0.940659,0.94709,0.94637,2.02702,290.845,10133.4,0.657072,0.442958,0.5489,1.08834,0.470921,0.799116,0.329126,0.549677,1.56413,0.640894,0.798892,0.273236,0.550132,1.85645,0.726965,0.798685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d0_b2,0,2,0.670014,-0.151335,0.192548,0.49296,0.46432,0.348153,1.71944,0.312827,0.312576,0.237948,0.0514204,0.248972,0.672046,0.0262445,2.10489,0.939965,17.5308,0.617736,10.7015,122.961,3.28925,4.22572,1.31751,-0.406618,0.940371,0.947486,0.97308,2.10489,259.073,9967.28,0.650261,0.431253,0.567948,1.11697,0.484316,0.79336,0.317745,0.568721,1.60479,0.649969,0.793132,0.263399,0.569009,1.90205,0.732532,0.792994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d0_b3,0,3,0.669704,-0.132341,0.217652,0.584191,0.461167,-0.6988,1.0647,0.284617,0.307679,0.232908,0.0500621,0.245585,0.659095,0.0271948,1.88389,0.944023,16.8282,0.643483,10.521,117.872,3.28019,4.16314,1.26782,-0.424841,0.945592,0.949558,0.894716,1.88389,295.26,9871.31,0.67194,0.456047,0.518241,1.05601,0.4537,0.807837,0.341465,0.518855,1.51791,0.630335,0.807684,0.284895,0.51918,1.80072,0.721485,0.807592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d0_b4,0,4,0.657644,-0.150874,0.189835,0.487992,0.468934,-1.20495,1.74539,0.316626,0.331964,0.240317,0.0588877,0.277209,0.69086,0.0243807,2.05721,0.94057,17.3257,0.620262,11.0497,127.227,3.30613,4.2439,1.30617,-0.407319,0.941223,0.946777,0.961456,2.05721,236.094,9727.41,0.651773,0.429401,0.559809,1.11451,0.480894,0.794462,0.314141,0.560624,1.59918,0.651446,0.794208,0.259063,0.5607,1.89407,0.735373,0.794143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d50_b1,50,1,0.666157,-0.108294,0.213496,0.561981,0.464101,1.64524,1.74176,0.274591,0.300738,0.225835,0.0512201,0.241337,0.638159,0.0283877,1.87237,0.945219,17.0815,0.63937,10.4179,117.715,3.26967,4.15172,1.26682,-0.424067,0.944936,0.951145,0.900685,1.87237,281.491,9998.68,0.668072,0.452364,0.515102,1.06355,0.457447,0.806856,0.338792,0.515754,1.52741,0.629861,0.806665,0.283732,0.516031,1.80938,0.71675,0.806552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d50_b2,50,2,0.640697,-0.0469465,0.211939,0.558372,0.478087,-0.555949,1.59415,0.261491,0.318033,0.221822,0.0679968,0.267184,0.647707,0.0260318,2.03971,0.94044,17.1337,0.627776,10.5941,120.445,3.28476,4.20856,1.29813,-0.407979,0.940275,0.945726,0.943853,2.03971,283.85,10001.7,0.658057,0.441617,0.552899,1.09073,0.465772,0.800595,0.326536,0.553132,1.56732,0.641086,0.800565,0.270174,0.553493,1.85849,0.730469,0.800431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d50_b3,50,3,0.678895,-0.112395,0.215621,0.572959,0.481664,1.18308,1.73954,0.29897,0.314638,0.235298,0.0535751,0.25331,0.669859,0.0275723,2.02838,0.943198,17.8583,0.626458,10.7197,124.71,3.28505,4.2039,1.30067,-0.4142,0.942737,0.949517,0.946467,2.02838,262.918,10268,0.657471,0.440356,0.550797,1.09665,0.472041,0.798173,0.327124,0.551331,1.5746,0.640931,0.798011,0.272507,0.551614,1.86597,0.72708,0.797925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d50_b4,50,4,0.651339,-0.0926498,0.199414,0.513047,0.483369,0.528939,1.58025,0.301163,0.330861,0.233622,0.0651368,0.277504,0.681616,0.023553,2.02567,0.940649,17.0775,0.624681,11.0559,126.292,3.31146,4.24123,1.29862,-0.409638,0.94206,0.946523,0.948617,2.02567,245.732,9531.94,0.655401,0.426926,0.553848,1.1194,0.476593,0.796371,0.310288,0.554334,1.60651,0.651206,0.796202,0.254422,0.554672,1.90144,0.73754,0.796078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d100_b1,100,1,0.674996,-0.0419936,0.223734,0.594673,0.492054,0.132324,1.59381,0.267911,0.305929,0.223676,0.0578854,0.250174,0.640143,0.0282134,1.93548,0.944903,17.5641,0.634558,10.5857,121.738,3.27762,4.18096,1.2804,-0.418741,0.943808,0.950512,0.918243,1.93548,264.323,10152.8,0.664059,0.450181,0.527033,1.07359,0.458664,0.805566,0.337651,0.52744,1.54098,0.629712,0.805442,0.283445,0.527643,1.82471,0.718455,0.805356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d100_b2,100,2,0.659551,-0.14191,0.214775,0.57152,0.452929,1.15203,1.86747,0.282603,0.306941,0.230037,0.052256,0.246619,0.653231,0.0289154,1.86244,0.944779,16.8869,0.641084,10.1508,113.22,3.25938,4.13539,1.26318,-0.423104,0.943974,0.949117,0.896554,1.86244,321.232,10156.6,0.669371,0.454139,0.513491,1.05809,0.455341,0.807952,0.339605,0.514246,1.52125,0.630067,0.807756,0.283606,0.514669,1.8031,0.720162,0.807626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d100_b3,100,3,0.67432,-0.084622,0.222134,0.594311,0.486218,0.637297,1.69619,0.289314,0.315144,0.232808,0.0564347,0.255084,0.668829,0.0278048,1.87913,0.946485,17.5571,0.63926,10.6607,122.957,3.2825,4.17285,1.26853,-0.423663,0.945435,0.951461,0.901926,1.87913,267.386,10093.7,0.66797,0.453655,0.515669,1.06222,0.456153,0.807492,0.339075,0.516047,1.52784,0.633283,0.807416,0.282848,0.516273,1.81342,0.725334,0.807328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d100_b4,100,4,0.691892,-0.0810821,0.231609,0.628486,0.498401,-1.01308,1.73533,0.290968,0.314046,0.232683,0.0524789,0.257395,0.665647,0.0255167,1.99715,0.943279,17.6009,0.627049,10.9089,126.332,3.29868,4.22473,1.29396,-0.412152,0.942558,0.947954,0.940589,1.99715,244.835,9927.15,0.657661,0.437927,0.54329,1.09807,0.473056,0.799628,0.322381,0.543548,1.57812,0.646343,0.799547,0.26675,0.544027,1.86972,0.734102,0.799398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d200_b1,200,1,0.688735,-0.0466945,0.245838,0.680648,0.491915,0.402886,1.75454,0.261398,0.296051,0.224107,0.0506394,0.239165,0.632982,0.0280413,1.80974,0.948503,17.5756,0.643992,10.8173,125.198,3.28741,4.1621,1.25521,-0.433123,0.948595,0.955039,0.883884,1.80974,246.639,10030,0.672121,0.456922,0.500919,1.05507,0.45441,0.810117,0.344051,0.501229,1.5164,0.625803,0.810025,0.289298,0.50142,1.79895,0.712141,0.809943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d200_b2,200,2,0.634922,-0.104756,0.208892,0.5497,0.460484,0.573805,1.72365,0.277745,0.321254,0.227899,0.0641653,0.266755,0.66225,0.027287,1.83455,0.945452,16.8148,0.642431,10.5216,117.937,3.2811,4.15512,1.25768,-0.428166,0.946565,0.951635,0.889434,1.83455,289.174,9896.95,0.670333,0.455283,0.50713,1.05535,0.448614,0.808931,0.341465,0.507754,1.51503,0.622848,0.80875,0.285995,0.508161,1.795,0.711481,0.80857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d200_b3,200,3,0.680616,-0.11031,0.225673,0.606674,0.480791,4.5489,1.80053,0.289496,0.31338,0.233871,0.0520402,0.254775,0.665866,0.0252027,1.92052,0.944336,17.2508,0.630607,10.8593,124.232,3.3002,4.20686,1.2791,-0.417971,0.944294,0.949734,0.923797,1.92052,253.47,9763.8,0.660336,0.439299,0.5283,1.09117,0.468756,0.801831,0.32459,0.528839,1.56659,0.640473,0.80169,0.269513,0.529148,1.85677,0.725416,0.801554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d200_b4,200,4,0.713455,-0.0735678,0.258789,0.732922,0.517331,0.750947,1.79371,0.29557,0.317108,0.236437,0.048499,0.262139,0.674176,0.025461,1.67349,0.950064,16.7712,0.650087,11.1384,127.187,3.30146,4.16151,1.22321,-0.437295,0.949755,0.954115,0.852964,1.67349,207.453,9284.21,0.67646,0.457797,0.470348,1.03946,0.461754,0.815445,0.338805,0.47041,1.49906,0.646502,0.815442,0.279611,0.470522,1.78372,0.737445,0.815408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d300_b1,300,1,0.687581,-0.0465456,0.250009,0.699047,0.488644,0.842631,1.76059,0.255383,0.295927,0.223244,0.050138,0.238293,0.630814,0.0272201,1.81167,0.946326,16.8773,0.647362,10.6165,119.593,3.28332,4.15839,1.25213,-0.428971,0.946978,0.95165,0.877521,1.81167,267.452,9773.63,0.674784,0.458532,0.501269,1.04932,0.446408,0.811743,0.344022,0.501559,1.50798,0.622688,0.811657,0.288657,0.501416,1.78556,0.711881,0.811676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d300_b2,300,2,0.685728,-0.0614707,0.238316,0.651613,0.495855,-0.575085,1.69239,0.277237,0.308061,0.230382,0.0525689,0.249181,0.657798,0.0271773,1.91473,0.94578,17.6673,0.63749,10.8367,125.715,3.28946,4.19046,1.2746,-0.421741,0.945213,0.951607,0.90966,1.91473,241.07,9947.81,0.66646,0.451615,0.524534,1.06893,0.45116,0.806429,0.33848,0.524773,1.53408,0.625947,0.806389,0.283598,0.525003,1.81682,0.716498,0.806316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d300_b3,300,3,0.706155,-0.0814981,0.260028,0.741239,0.502703,-0.494216,1.92068,0.280468,0.310632,0.233164,0.0475665,0.255414,0.661371,0.0252378,1.89419,0.94478,17.1519,0.631419,11.0818,127.218,3.30351,4.21445,1.27304,-0.41954,0.945131,0.950997,0.917937,1.89419,212.97,9641.18,0.660775,0.441749,0.522683,1.08654,0.466657,0.803299,0.326406,0.522837,1.55985,0.642614,0.803282,0.270551,0.523038,1.84859,0.731255,0.803209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d300_b4,300,4,0.68477,-0.107301,0.238719,0.659506,0.490938,-1.42014,1.84093,0.292699,0.324136,0.234657,0.0558844,0.270448,0.676805,0.0272768,1.89863,0.944318,17.0473,0.63154,10.4957,118.51,3.27527,4.18183,1.2735,-0.415282,0.942481,0.948422,0.918469,1.89863,271.123,9985.97,0.660872,0.445625,0.518451,1.07699,0.468885,0.804749,0.328887,0.51887,1.55069,0.648945,0.804634,0.271642,0.519185,1.84144,0.739209,0.804516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d400_b1,400,1,0.72168,-0.0445121,0.271325,0.78436,0.512329,1.33544,2.07968,0.262449,0.296989,0.229803,0.0412527,0.24067,0.64081,0.0244371,1.75151,0.948936,17.1861,0.643747,11.6831,136.933,3.32008,4.20162,1.24313,-0.434629,0.950255,0.956854,0.875601,1.75151,154.74,9330.55,0.67137,0.453081,0.488762,1.05828,0.454988,0.810896,0.339857,0.488933,1.5196,0.623398,0.81084,0.285769,0.489122,1.7982,0.707372,0.810741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d400_b2,400,2,0.691106,-0.114012,0.242412,0.668998,0.477949,-0.375196,1.84318,0.280706,0.302811,0.233152,0.0456769,0.241048,0.654097,0.0278647,1.91913,0.945705,17.7042,0.634982,10.6968,123.868,3.28515,4.18185,1.27754,-0.422527,0.945238,0.9516,0.915141,1.91913,268.159,10249,0.664465,0.447643,0.525112,1.07558,0.461216,0.804747,0.333833,0.525658,1.54482,0.632719,0.804613,0.278877,0.525822,1.83047,0.719354,0.804533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d400_b3,400,3,0.698126,-0.106003,0.251426,0.707691,0.48732,-0.912415,1.91638,0.279851,0.306098,0.2318,0.0457905,0.248281,0.656087,0.0253031,1.82708,0.945263,16.6878,0.645848,10.9807,124.045,3.29995,4.18436,1.2556,-0.427162,0.947071,0.951407,0.882247,1.82708,233.258,9344.85,0.673571,0.450857,0.507999,1.06326,0.448665,0.809293,0.335518,0.50843,1.52548,0.624855,0.809205,0.280069,0.508872,1.80413,0.711557,0.809055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V8,d400_b4,400,4,0.707437,-0.103184,0.257261,0.727649,0.505229,-0.142965,1.89728,0.294544,0.317969,0.237829,0.047061,0.263883,0.676341,0.023757,1.94572,0.943685,17.2711,0.62467,11.2993,131.052,3.31524,4.23822,1.28429,-0.41443,0.943799,0.949767,0.937487,1.94572,207.758,9492.5,0.654979,0.430757,0.534668,1.10728,0.477546,0.799001,0.314393,0.53507,1.58966,0.651992,0.798901,0.258652,0.535388,1.8833,0.738095,0.798762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d0_b1,0,1,0.701576,0.147515,0.218545,0.579154,0.486251,3.1764,0.964602,0.175341,0.252025,0.207259,0.046434,0.187231,0.555302,0.0333216,1.61443,0.954082,17.5769,0.665242,10.1363,116.17,3.24669,4.05778,1.20717,-0.452188,0.952126,0.958795,0.817729,1.61443,320.633,10607.5,0.689998,0.482337,0.453622,0.997082,0.428737,0.823492,0.370912,0.453754,1.43162,0.605484,0.823471,0.316185,0.453846,1.69608,0.696495,0.823417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d0_b2,0,2,0.724082,0.187655,0.232557,0.631542,0.49532,-0.118158,3.29797,0.169979,0.237704,0.206541,0.0389427,0.167224,0.543862,0.0315312,1.49069,0.953959,16.1701,0.682578,10.7658,119.609,3.25846,4.03498,1.17559,-0.470107,0.957162,0.961113,0.769578,1.49069,256.541,9054.08,0.705807,0.49546,0.42462,0.964149,0.413115,0.832023,0.383595,0.424751,1.3868,0.594755,0.831996,0.328202,0.424739,1.64396,0.685956,0.831985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d0_b3,0,3,0.795186,0.206913,0.304585,21.4532,0.541622,1.74194,1.90079,0.17488,0.233537,0.213036,0.0278256,0.162612,0.556832,0.0288916,1.51438,0.95683,17.5751,0.673387,11.2501,132.564,3.28799,4.09177,1.18387,-0.462536,0.956342,0.962692,0.788873,1.51438,188.525,9642.36,0.697026,0.482491,0.434369,0.990415,0.426258,0.827481,0.368425,0.43446,1.42439,0.607527,0.827452,0.312484,0.434475,1.6864,0.698858,0.827459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d0_b4,0,4,0.728572,0.186397,0.24482,0.678148,0.512065,-0.431106,-0.430077,0.17485,0.248157,0.206482,0.0418864,0.18585,0.551752,0.0350737,1.56712,0.952845,16.7039,0.678185,10.2746,114.868,3.23089,4.02977,1.19081,-0.457373,0.953061,0.957784,0.787424,1.56712,289.992,9830.35,0.701687,0.494315,0.443563,0.970316,0.415722,0.829812,0.382427,0.443606,1.39658,0.596026,0.829816,0.327146,0.443706,1.65539,0.688006,0.829797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d50_b1,50,1,0.759116,0.195464,0.293872,44.0537,0.537743,1.52507,1.76413,0.168073,0.243662,0.212285,0.0372177,0.173569,0.566472,0.0287875,1.45147,0.958822,17.6304,0.681092,11.8103,141.688,3.30044,4.0811,1.16603,-0.475115,0.959884,0.966426,0.765827,1.45147,156.96,9291.91,0.703585,0.48683,0.420224,0.977558,0.415212,0.831618,0.371831,0.420217,1.4063,0.600101,0.831659,0.315469,0.420294,1.66484,0.6911,0.831632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d50_b2,50,2,0.786808,0.219392,0.316444,445.808,0.538982,1.86832,1.8268,0.165139,0.228561,0.211576,0.0253137,0.159785,0.547294,0.0278177,1.478,0.95547,16.6146,0.677882,11.8427,138.267,3.29075,4.09358,1.1712,-0.464081,0.956926,0.964536,0.774883,1.478,98.5407,8873.16,0.700469,0.487729,0.425265,0.978257,0.41127,0.830481,0.374231,0.425475,1.40634,0.591079,0.83044,0.3191,0.42555,1.66269,0.680235,0.830425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d50_b3,50,3,0.797773,0.265016,0.315562,92.4314,0.544841,-1.11417,10.5821,0.16635,0.223797,0.221886,0.0212409,0.142316,0.566601,0.0300128,1.62425,0.95629,18.6434,0.659011,11.949,148.003,3.29105,4.12957,1.21161,-0.45275,0.954287,0.96423,0.829835,1.62425,93.722,10118.9,0.684453,0.470248,0.459149,1.02092,0.435169,0.820252,0.358229,0.459216,1.46565,0.606644,0.820226,0.304939,0.45918,1.73308,0.690899,0.820214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d50_b4,50,4,0.779991,0.220827,0.294187,0.870806,0.577413,-3.36571,2.27089,0.185234,0.257903,0.215805,0.0374431,0.194034,0.586593,0.024623,1.56106,0.952513,16.4827,0.66625,12.4798,148.341,3.31618,4.14617,1.19462,-0.455835,0.955751,0.9614,0.807366,1.56106,85.7142,8325.59,0.69049,0.45921,0.451664,1.03618,0.434346,0.820826,0.342843,0.451728,1.48599,0.615719,0.820799,0.287516,0.451732,1.75362,0.702737,0.820776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d100_b1,100,1,0.799252,0.203076,0.330198,178.225,0.572637,1.23014,1.92481,0.180712,0.246417,0.216989,0.0313839,0.178879,0.582155,0.0321083,1.57484,0.957361,18.4427,0.671505,11.9373,147.373,3.2699,4.09024,1.19535,-0.459386,0.955223,0.96546,0.800239,1.57484,78.8113,9921.75,0.695784,0.483817,0.444394,0.993052,0.419375,0.82647,0.372011,0.444497,1.42737,0.594362,0.826447,0.318506,0.444575,1.68682,0.680332,0.826428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d100_b2,100,2,0.802177,0.264445,0.307203,0.929486,0.573052,1.15,1.69702,0.173937,0.240537,0.215193,0.0296346,0.173942,0.566667,0.0275923,1.65612,0.95299,17.6388,0.658101,11.4154,134.743,3.301,4.14944,1.2176,-0.444653,0.952234,0.958862,0.835559,1.65612,175.133,9616.02,0.683665,0.468252,0.464393,1.02639,0.433174,0.82014,0.354559,0.464419,1.47482,0.610561,0.820133,0.299665,0.464477,1.74392,0.699477,0.820104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d100_b3,100,3,0.809996,0.25461,0.337677,18.8993,0.579851,0.909575,1.11197,0.179271,0.238863,0.217711,0.0285973,0.168129,0.578452,0.0319517,1.70202,0.954784,18.8322,0.660203,11.5484,142.256,3.27157,4.12135,1.22793,-0.445996,0.95189,0.961381,0.83884,1.70202,132.057,10250.3,0.686436,0.475423,0.471312,1.01666,0.429071,0.820466,0.364655,0.471289,1.46034,0.602181,0.820471,0.310946,0.471302,1.72764,0.690977,0.82048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d100_b4,100,4,0.799887,0.280653,0.32745,1.01902,0.587384,-0.87047,1.46353,0.167276,0.24203,0.21782,0.031511,0.16801,0.580626,0.0295371,1.56001,0.957832,18.5047,0.668318,11.9672,147.657,3.29686,4.12096,1.19489,-0.46069,0.956616,0.965518,0.803921,1.56001,95.2056,10012.2,0.692638,0.477789,0.441903,1.00178,0.430056,0.825542,0.364393,0.441771,1.4405,0.607019,0.825559,0.309629,0.44164,1.70593,0.694564,0.825564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d200_b1,200,1,0.806955,0.230233,0.350515,107.241,0.573316,1.45513,1.70283,0.171221,0.233191,0.21347,0.0282552,0.160911,0.566423,0.0305162,1.25605,0.96199,16.572,0.70347,12.5763,152.022,3.26691,3.99585,1.10919,-0.495647,0.963385,0.973118,0.697781,1.25605,18.2112,8559.04,0.7228,0.510344,0.375133,0.922668,0.386414,0.844284,0.396651,0.375121,1.32833,0.569969,0.844298,0.341162,0.37508,1.57011,0.658744,0.844304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d200_b2,200,2,0.77769,0.217848,0.312292,0.955122,0.552952,-0.20469,2.65857,0.170047,0.241794,0.211097,0.0320714,0.173494,0.563833,0.030832,1.55332,0.956075,17.6851,0.67222,11.2056,132.09,3.27472,4.08487,1.19185,-0.459819,0.955358,0.964235,0.796098,1.55332,164.714,9678.72,0.69617,0.488333,0.440044,0.986391,0.411565,0.827952,0.379157,0.440051,1.41541,0.583881,0.827951,0.326443,0.439998,1.67142,0.67199,0.827971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d200_b3,200,3,0.82376,0.266375,0.350287,1.21048,0.561607,1.49549,1.20937,0.163075,0.21758,0.213604,0.0208011,0.141411,0.54738,0.0301096,1.47524,0.956684,17.0329,0.67799,11.68,137.333,3.27308,4.07323,1.17265,-0.463973,0.956361,0.965362,0.774811,1.47524,98.829,9126,0.700842,0.492767,0.420693,0.971128,0.409968,0.832351,0.382516,0.420609,1.39589,0.581556,0.832372,0.329928,0.420621,1.64935,0.66564,0.83237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d200_b4,200,4,0.846049,0.317965,0.383166,26.8664,0.606937,3.4147,1.30683,0.168522,0.230598,0.22249,0.0197129,0.15579,0.577448,0.0257449,1.34754,0.959559,16.5778,0.682034,12.8869,156.95,3.31314,4.09471,1.13896,-0.472029,0.959122,0.966165,0.749398,1.34754,16.5379,8679.76,0.70334,0.487545,0.397181,0.970426,0.427376,0.834107,0.369749,0.39723,1.40297,0.615325,0.834097,0.311463,0.397401,1.66758,0.703779,0.834044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d300_b1,300,1,0.826275,0.273889,0.36968,2960.47,0.589011,0.712823,20.7352,0.166047,0.229248,0.21522,0.024844,0.157125,0.563951,0.0278528,1.31098,0.959232,16.1348,0.697714,12.511,148.294,3.28885,4.04099,1.12539,-0.485856,0.961885,0.968703,0.716073,1.31098,44.8525,8301.11,0.717833,0.504044,0.389575,0.939084,0.391144,0.840487,0.390431,0.389609,1.35078,0.574492,0.840485,0.334898,0.389522,1.59591,0.664444,0.840506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d300_b2,300,2,0.81775,0.249901,0.353515,93.7602,0.579884,8.19412,0.787644,0.169118,0.230583,0.216907,0.0266241,0.153811,0.574478,0.0285895,1.45928,0.958262,17.5009,0.682483,12.5449,154.219,3.29004,4.08097,1.16389,-0.470529,0.958509,0.968482,0.763083,1.45928,25.6974,9052.02,0.70462,0.488948,0.421114,0.974935,0.408259,0.83245,0.376111,0.421155,1.40035,0.586532,0.832433,0.321796,0.421285,1.65338,0.673755,0.832389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d300_b3,300,3,0.833906,0.309438,0.36737,1.23487,0.602113,-0.633431,1.79287,0.1683,0.236237,0.220733,0.024472,0.163506,0.582618,0.027401,1.5149,0.956991,17.6317,0.665068,12.2769,149.599,3.3,4.12502,1.18684,-0.455117,0.954979,0.964348,0.803795,1.5149,44.774,9390.74,0.689195,0.470523,0.434045,1.01439,0.434683,0.824518,0.355358,0.434064,1.4593,0.61222,0.82452,0.300153,0.434137,1.72574,0.698176,0.824495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d300_b4,300,4,0.827533,0.339345,0.367791,1.251,0.59115,-10.8626,2.40879,0.148533,0.224152,0.223686,0.0197207,0.143458,0.577028,0.0281307,1.4549,0.958406,17.4953,0.667766,12.9112,161.164,3.29174,4.10441,1.17116,-0.46134,0.956382,0.969156,0.790051,1.4549,-30.1791,9399.76,0.690945,0.470824,0.424016,1.01043,0.433976,0.825907,0.355054,0.424038,1.45378,0.611909,0.825892,0.30017,0.42393,1.71896,0.695435,0.825921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d400_b1,400,1,0.820353,0.298458,0.373453,757.204,0.592694,-0.00702229,1.33831,0.160324,0.232855,0.218852,0.0259232,0.161111,0.577193,0.0276826,1.35045,0.960671,17.2194,0.690739,12.5993,153.993,3.30232,4.06594,1.13682,-0.482645,0.961465,0.969736,0.733756,1.35045,37.0941,8907.02,0.711463,0.497708,0.396675,0.952803,0.398845,0.837784,0.384486,0.396747,1.36996,0.579612,0.837763,0.329605,0.396738,1.61844,0.66872,0.837744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022_2023,V11,d400_b2,400,2,0.806781,0.205051,0.355737,1.1784,0.553494,0.936103,1.43068,0.168961,0.226742,0.214403,0.025942,0.152105,0.558579,0.0318144,1.42435,0.960089,17.8858,0.685411,11.6878,140.993,3.27389,4.0542,1.15928,-0.474979,0.959123,0.967313,0.754632,1.42435,121.178,9628.67,0.707606,0.496174,0.41231,0.961708,0.405371,0.834373,0.385098,0.41242,1.38251,0.580775,0.834342,0.331356,0.412483,1.63431,0.667817,0.834302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
